-4.503175 -0.59636998
-1.112738 3.117648
-1.1432454 5.6410242
3.1067925 -2.4597761
5.2534889 -1.9728339
1.4243174 1.267077
3.3977168 -3.7202808
2.6048286 -0.78203325
1.8477197 0.63999549
2.1191592 -1.3808321
-0.28274987 2.7285225
0.38742425 3.1862177
-0.87718299 1.0107043
-2.3534415 -3.7055758
-2.4400762 0.9219539
2.2469556 3.2532233
0.71073151 -0.028585136
3.8374479 -1.7475613
1.4005638 -2.5517001
0.4239777 2.4034796
2.2123892 -2.1726371
4.1195912 0.30658121
-2.1218304 -1.725425
-0.56252124 -1.4293013
-0.30479401 -0.76647916
-3.9276566 0.43184747
0.5515622 5.2125826
4.1749317 -2.7284843
-1.7197381 2.438092
-1.9774047 0.26503793
0.71741176 -1.9564395
2.8339671 2.29822
1.1114208 -0.59780112
1.7733981 2.0336915
-2.9769843 -1.9487107
-0.37163276 3.5758844
-1.2988725 1.6460561
-0.5375076 1.6674767
-1.3580792 -1.5736682
-1.4734019 -2.6140679
4.6505166 -0.80894905
1.4600896 -1.7391958
-0.019560865 -0.11702536
-1.2770756 4.1385871
0.16986321 -1.3522792
1.0687968 0.59557337
-3.6425472 -1.3598261
0.12505995 6.9809877
-2.3204115 -2.532603
0.18110259 1.7164861
-1.6339112 0.95893053
-0.32141018 4.5114283
1.2061174 3.4660905
-0.83965133 -2.1126231
1.3181169 -3.6688979
2.2860774 -3.1016184
-2.1035928 1.6642761
-2.8483522 0.21649572
1.1986439 2.6112372
5.6947753 -3.7037389
0.50826799 4.0695929
0.11611178 -3.7837061
3.4722969 -0.8812334
-1.8411426 -0.99453246
0.89234968 -1.2502106
-1.0556031 -0.88606975
3.0646572 -0.10225058
-3.9995282 -2.2826675
-2.193379 3.4792314
1.8157035 -0.69751793
2.2659189 1.362283
-0.13605664 1.0664053
-0.45719624 0.42805204
-1.5161641 -0.32031342
1.4761649 3.4601143e-05
-2.852443 2.4878038
-0.76088206 -0.22106961
-3.386332 1.4459788
-1.1253541 -3.7079342
-2.690696 -1.1461039
-1.2008678 0.34827265
2.9103678 -1.58243
-5.9431844 -3.2632112
-4.3025462 -3.7910834
2.2291805 -0.061257459
-0.91402797 2.3082973
-3.2844369 -0.52444593
0.29444096 0.52131455
3.4911686 1.3504574
-0.052358284 -2.0623755
-0.4258365 -2.8016239
0.40695487 -0.67950079
-3.2062317 -2.8821622
0.94624669 1.843865
0.63353662 1.157796
0.51910372 -2.7285113
-2.3432228 -0.42243569
-5.1410738 -1.7252401
2.6629009 0.6293128
1.6858935 4.5956489
