-2.742329 -2.3788051
-2.742329 -1.7103854
-2.742329 -1.0419658
-2.742329 -0.37354614
-2.742329 0.29487351
-2.742329 0.96329315
-2.742329 1.6317128
-2.742329 2.3001324
-2.742329 2.9685521
-2.742329 3.6369717
-2.742329 4.3053914
-2.742329 4.973811
-2.1407893 -3.0472247
-2.1407893 -2.3788051
-2.1407893 -1.7103854
-2.1407893 -1.0419658
-2.1407893 -0.37354614
-2.1407893 0.29487351
-2.1407893 0.96329315
-2.1407893 1.6317128
-2.1407893 2.3001324
-2.1407893 2.9685521
-2.1407893 3.6369717
-2.1407893 4.3053914
-2.1407893 4.973811
-2.1407893 5.6422307
-2.1407893 6.3106503
-2.1407893 6.97907
-2.1407893 7.6474896
-2.1407893 8.3159092
-2.1407893 8.9843289
-1.5392495 -3.0472247
-1.5392495 -2.3788051
-1.5392495 -1.7103854
-1.5392495 -1.0419658
-1.5392495 -0.37354614
-1.5392495 0.29487351
-1.5392495 0.96329315
-1.5392495 1.6317128
-1.5392495 2.3001324
-1.5392495 2.9685521
-1.5392495 3.6369717
-1.5392495 4.3053914
-1.5392495 4.973811
-1.5392495 5.6422307
-1.5392495 6.3106503
-1.5392495 6.97907
-1.5392495 7.6474896
-1.5392495 8.3159092
-1.5392495 8.9843289
-1.5392495 9.6527485
-1.5392495 10.321168
-1.5392495 10.989588
-1.5392495 11.658007
-1.5392495 12.326427
-0.93770982 -3.0472247
-0.93770982 -2.3788051
-0.93770982 -1.7103854
-0.93770982 -1.0419658
-0.93770982 -0.37354614
-0.93770982 0.29487351
-0.93770982 0.96329315
-0.93770982 1.6317128
-0.93770982 2.3001324
-0.93770982 2.9685521
-0.93770982 3.6369717
-0.93770982 4.3053914
-0.93770982 4.973811
-0.93770982 5.6422307
-0.93770982 6.3106503
-0.93770982 6.97907
-0.93770982 7.6474896
-0.93770982 8.3159092
-0.93770982 8.9843289
-0.93770982 9.6527485
-0.93770982 10.321168
-0.93770982 10.989588
-0.93770982 11.658007
-0.93770982 12.326427
-0.93770982 12.994847
-0.93770982 13.663266
-0.93770982 14.331686
-0.93770982 15.000106
-0.93770982 15.668525
-0.93770982 16.336945
-0.33617009 -3.0472247
-0.33617009 -2.3788051
-0.33617009 -1.7103854
-0.33617009 -1.0419658
-0.33617009 -0.37354614
-0.33617009 0.29487351
-0.33617009 0.96329315
-0.33617009 1.6317128
-0.33617009 2.3001324
-0.33617009 2.9685521
-0.33617009 3.6369717
-0.33617009 4.3053914
-0.33617009 4.973811
-0.33617009 5.6422307
-0.33617009 6.3106503
-0.33617009 6.97907
-0.33617009 7.6474896
-0.33617009 8.3159092
-0.33617009 8.9843289
-0.33617009 9.6527485
-0.33617009 10.321168
-0.33617009 10.989588
-0.33617009 11.658007
-0.33617009 12.326427
-0.33617009 12.994847
-0.33617009 13.663266
-0.33617009 14.331686
-0.33617009 15.000106
-0.33617009 15.668525
-0.33617009 16.336945
-0.33617009 17.005365
-0.33617009 17.673784
-0.33617009 18.342204
-0.33617009 19.010624
-0.33617009 19.679043
-0.33617009 20.347463
0.26536963 -3.0472247
0.26536963 -2.3788051
0.26536963 -1.7103854
0.26536963 -1.0419658
0.26536963 -0.37354614
0.26536963 0.29487351
0.26536963 0.96329315
0.26536963 1.6317128
0.26536963 2.3001324
0.26536963 2.9685521
0.26536963 3.6369717
0.26536963 4.3053914
0.26536963 4.973811
0.26536963 5.6422307
0.26536963 6.3106503
0.26536963 6.97907
0.26536963 7.6474896
0.26536963 8.3159092
0.26536963 8.9843289
0.26536963 9.6527485
0.26536963 10.321168
0.26536963 10.989588
0.26536963 11.658007
0.26536963 12.326427
0.26536963 12.994847
0.26536963 13.663266
0.26536963 14.331686
0.26536963 15.000106
0.26536963 15.668525
0.26536963 16.336945
0.26536963 17.005365
0.26536963 17.673784
0.26536963 18.342204
0.26536963 19.010624
0.26536963 19.679043
0.26536963 20.347463
0.86690936 -3.0472247
0.86690936 -2.3788051
0.86690936 -1.7103854
0.86690936 -1.0419658
0.86690936 -0.37354614
0.86690936 0.29487351
0.86690936 0.96329315
0.86690936 1.6317128
0.86690936 2.3001324
0.86690936 2.9685521
0.86690936 3.6369717
0.86690936 4.3053914
0.86690936 4.973811
0.86690936 5.6422307
0.86690936 6.3106503
0.86690936 6.97907
0.86690936 7.6474896
0.86690936 8.3159092
0.86690936 8.9843289
0.86690936 9.6527485
0.86690936 10.321168
0.86690936 10.989588
0.86690936 11.658007
0.86690936 12.326427
0.86690936 12.994847
0.86690936 13.663266
0.86690936 14.331686
0.86690936 15.000106
0.86690936 15.668525
0.86690936 16.336945
0.86690936 17.005365
0.86690936 17.673784
1.4684491 -3.0472247
1.4684491 -2.3788051
1.4684491 -1.7103854
1.4684491 -1.0419658
1.4684491 -0.37354614
1.4684491 0.29487351
1.4684491 0.96329315
1.4684491 1.6317128
1.4684491 2.3001324
1.4684491 2.9685521
1.4684491 3.6369717
1.4684491 4.3053914
1.4684491 4.973811
1.4684491 5.6422307
1.4684491 6.3106503
1.4684491 6.97907
1.4684491 7.6474896
1.4684491 8.3159092
1.4684491 8.9843289
1.4684491 9.6527485
1.4684491 10.321168
1.4684491 10.989588
1.4684491 11.658007
1.4684491 12.326427
1.4684491 12.994847
1.4684491 13.663266
1.4684491 14.331686
1.4684491 15.000106
1.4684491 15.668525
2.0699888 -3.0472247
2.0699888 -2.3788051
2.0699888 -1.7103854
2.0699888 -1.0419658
2.0699888 -0.37354614
2.0699888 0.29487351
2.0699888 0.96329315
2.0699888 1.6317128
2.0699888 2.3001324
2.0699888 2.9685521
